Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-77.836;-62.858	0.119;0.180	#	#	0.138;0.666	-2.227;6.306	0.196;0.464	-0.051;0.163	#	#	#	#	#	#	#	#	-0.164;0.672	0.359;2.447	#	#	#	#	001001	0.000	0.167	1	53.05	9976	8803	0.36		3	18
-81.438;-69.028	#	0.151;0.250	0.133;0.198	#	#	-0.122;0.183	0.108;0.288	0.117;0.493	0.363;4.559	#	#	#	#	#	#	-0.007;0.780	1.257;2.386	#	#	-0.020;1.352	-0.242;1.068	111000	1.000	1.000	1	36.33	9977	8804	0.50		3	3
-87.668;-56.516	-0.021;0.090	#	#	#	7.099;12.475	-0.119;0.190	0.199;0.417	#	0.821;9.831	0.556;1.037	0.316;0.668	#	#	#	-0.507;0.172	0.255;1.049	#	#	#	#	#	001110	1.000	1.000	1	74.00	9979	8806	0.45		3	3
#	#	0.001;0.172	0.025;0.218	#	#	#	#	-0.293;0.459	#	#	#	#	#	0.019;0.026	0.204;1.342	#	#	#	#	#	#	000001	0.004	0.333	1	36.67	9980	8807	0.23		3	9
-96.975;-79.002	0.033;0.165	0.001;0.172	#	#	5.569;10.163	#	#	#	#	-0.227;0.402	0.389;0.782	#	-0.035;0.086	0.019;0.026	#	-0.493;0.679	#	0.260;0.956	#	#	#	000001	1.000	1.000	1	37.00	9980	8807	0.45		3	3
#	0.008;0.088	-0.009;0.088	#	#	1.217;5.029	0.034;0.156	-0.105;0.318	-0.129;0.213	-0.850;3.717	-0.071;0.666	0.115;0.481	#	#	0.004;0.009	#	-1.003;0.738	#	#	0.073;0.098	#	-0.277;1.104	100001	0.070	0.588	1	77.86	9983	8810	0.59		30	51
-77.743;-60.626	0.070;0.124	0.063;0.259	0.143;0.328	-0.324;0.487	#	#	#	#	#	#	0.369;0.599	0.185;0.364	#	0.009;0.017	#	-0.115;0.689	#	#	#	0.188;2.259	0.164;1.055	100000	1.000	1.000	1	38.33	9984	8811	0.50		3	3
-76.797;-51.977	#	#	#	#	-1.605;6.808	#	#	#	#	#	#	0.223;0.625	0.098;0.219	0.011;0.017	#	#	#	#	0.059;0.125	#	#	110000	1.000	1.000	1	31.33	9986	8813	0.27		3	3
#	#	#	#	#	7.099;11.418	#	#	0.683;1.287	1.200;9.831	0.557;1.050	0.316;0.627	-0.128;0.301	#	0.004;0.011	#	0.428;1.049	-0.916;-0.376	0.028;0.724	0.055;0.092	#	#	001110	0.030	0.785	1	78.97	8814	8814	0.50		0	0
-87.668;-63.046	#	0.119;0.205	0.085;0.279	#	5.048;12.475	-0.119;0.140	#	#	0.821;5.520	#	0.335;0.668	-0.115;0.314	0.040;0.105	0.004;0.014	-0.102;1.171	#	#	#	#	1.374;2.444	-0.187;0.458	001110	0.031	0.500	1	61.45	9987	8814	0.59		6	12
#	#	#	0.149;0.243	#	#	#	0.062;0.256	0.233;0.529	#	#	0.460;0.771	#	#	#	-0.609;0.490	#	#	#	#	0.462;1.614	0.155;0.406	011000	0.248	0.757	1	96.37	9996	8818	0.32		28	37
#	#	#	0.149;0.243	#	-0.447;8.692	0.057;0.356	0.062;0.256	#	#	#	0.460;0.771	#	0.086;0.121	0.004;0.014	#	#	#	0.310;0.649	#	#	#	011000	0.237	0.750	1	88.11	9991	8818	0.36		9	12
-76.445;-62.230	0.032;0.159	-0.022;0.108	0.024;0.083	-0.617;0.617	#	0.211;0.406	#	#	#	#	0.499;0.740	#	#	0.002;0.010	#	#	-0.274;1.437	#	0.073;0.103	-0.236;1.740	0.082;0.674	000001	1.000	1.000	1	162.87	9992	8819	0.55		15	15
-77.330;-60.640	#	#	-0.006;0.176	-0.349;0.577	4.694;6.620	-0.027;0.104	-0.026;0.166	#	-1.394;7.494	#	0.336;0.494	#	#	#	#	#	-0.379;1.632	0.099;0.523	#	#	#	001100	0.014	0.429	1	59.09	9995	8822	0.45		9	21
#	#	#	#	#	1.965;8.094	#	#	#	#	#	0.460;0.612	#	#	#	#	0.280;1.419	#	#	0.083;0.125	#	0.657;0.914	011000	0.031	0.500	1	41.31	9997	8824	0.23		6	12
-76.840;-59.294	0.020;0.132	-0.049;0.125	0.018;0.094	1.301;1.953	#	0.232;0.400	-0.062;0.187	-0.151;0.373	0.305;3.390	-0.163;0.305	0.262;0.595	0.220;0.636	-0.033;0.073	#	-0.452;0.223	#	#	-0.084;0.443	#	-0.172;0.981	0.779;1.910	110000	0.095	0.625	1	80.88	9881	8828	0.77		5	8
-76.840;-59.294	0.020;0.132	-0.049;0.125	0.018;0.094	1.301;1.953	#	0.232;0.400	-0.062;0.187	-0.151;0.373	#	-0.163;0.305	0.262;0.595	0.220;0.636	-0.033;0.073	#	-0.452;0.223	#	#	-0.084;0.443	0.055;0.117	-0.172;0.981	0.779;1.910	110000	0.095	0.625	1	80.88	9881	8828	0.77		5	8
#	0.049;0.131	-0.034;0.157	-0.009;0.114	0.812;1.100	#	0.227;0.554	-0.105;0.179	-0.129;0.533	#	#	#	0.309;0.514	0.022;0.117	#	#	-0.470;0.754	#	#	#	-0.108;1.374	#	100001	0.299	0.786	1	100.59	9709	8830	0.50		11	14
-90.537;-76.750	#	#	0.189;0.350	#	#	-0.027;0.104	#	#	#	0.393;1.022	#	#	#	0.004;0.012	#	#	#	0.391;0.824	0.058;0.087	1.198;1.576	0.063;0.637	001100	0.095	0.625	1	60.50	9858	8831	0.41		5	8
-64.216;-46.693	#	#	#	#	#	#	-0.011;0.238	-0.296;0.445	-0.158;1.384	#	#	#	#	#	-0.098;0.712	0.098;0.534	#	0.144;0.455	0.073;0.098	#	-0.277;1.536	100001	0.168	0.700	1	75.79	9788	8834	0.41		14	20
-81.582;-69.172	#	#	0.077;0.219	0.170;0.717	#	-0.149;0.277	#	-0.032;0.481	5.627;11.488	-0.145;0.645	#	#	#	#	0.128;0.649	-0.127;0.724	#	#	0.060;0.118	-0.033;1.586	#	001000	0.000	0.000	1	63.15	8838	8838	0.50		0	12
-87.308;-55.641	-0.009;0.088	0.112;0.344	0.057;0.165	#	1.965;8.094	-0.061;0.184	0.062;0.303	#	#	0.310;0.705	0.410;0.579	#	#	0.004;0.014	-0.609;0.138	#	#	#	#	0.462;1.614	#	011000	0.050	0.550	1	51.67	9991	8839	0.55		11	20
-76.445;-61.467	#	#	0.024;0.083	-0.458;0.458	-0.158;7.160	0.211;0.406	#	#	#	#	0.499;0.740	0.010;0.452	#	#	#	#	-0.274;1.437	#	0.082;0.103	#	#	000001	0.444	0.850	1	132.56	9992	8840	0.41		17	20
-76.445;-61.467	#	-0.001;0.108	#	0.761;1.819	1.172;5.972	0.211;0.406	#	#	-0.508;4.753	-0.096;0.434	#	#	#	#	#	#	#	#	0.076;0.103	0.828;1.651	#	000001	0.095	0.625	1	36.00	9624	8842	0.41		5	8
-109.103;-78.292	#	#	0.194;0.309	-0.394;0.682	#	#	#	#	#	0.086;0.654	#	#	0.049;0.127	0.008;0.012	0.096;0.809	#	#	#	#	1.058;2.128	-0.209;0.599	000100	0.031	0.500	1	65.50	9626	8844	0.41		2	4
-109.103;-78.292	0.067;0.207	#	0.194;0.309	-0.394;0.682	#	-0.017;0.269	#	#	#	#	#	#	#	0.008;0.012	#	0.190;1.044	-0.206;1.574	#	#	#	-0.298;0.689	000100	1.000	1.000	1	49.60	9654	8844	0.41		5	5
#	#	-0.075;0.088	#	#	#	#	-0.067;0.217	-0.337;0.213	-0.158;1.384	-0.273;0.497	#	0.086;0.284	#	0.004;0.009	#	-0.467;0.769	#	-0.021;0.477	#	-0.666;1.392	0.124;0.752	100001	1.000	1.000	1	127.57	9652	8845	0.50		7	7
-94.284;-65.185	#	-0.016;0.133	#	#	3.736;9.385	#	#	-0.322;0.521	#	-0.161;0.419	#	0.282;0.447	0.007;0.097	#	#	#	#	#	0.132;0.186	0.331;1.895	0.985;1.541	110001	1.000	1.000	1	27.00	9628	8846	0.45		2	2
#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.019;0.024	#	#	2.321;3.450	#	#	#	#	110001	1.000	1.000	1	27.00	9628	8846	0.09		2	2
#	#	-0.002;0.179	#	0.218;1.100	#	#	0.014;0.175	#	-0.281;4.286	#	0.263;0.521	#	0.085;0.163	#	-0.083;1.036	#	0.346;1.373	#	#	1.574;3.247	#	100001	0.100	1.000	1	23.75	8848	8848	0.41		0	0
-84.751;-55.224	#	#	-0.013;0.097	#	#	0.211;0.296	#	#	0.062;4.753	-0.251;0.588	#	#	0.009;0.135	#	#	#	#	#	0.098;0.103	#	#	000001	1.000	1.000	1	55.33	9857	8850	0.32		3	3
#	#	#	#	#	#	0.211;0.406	-0.038;0.130	#	#	#	0.226;0.510	#	-0.002;0.058	0.003;0.012	0.312;1.488	#	#	0.234;0.469	0.098;0.103	0.095;0.946	#	000001	1.000	1.000	1	63.50	9632	8850	0.41		2	2
-74.323;-61.913	-0.019;0.122	#	-0.017;0.111	1.179;1.955	#	#	-0.056;0.155	#	#	#	0.377;0.917	#	#	#	-0.190;0.910	#	2.259;4.587	0.087;0.323	0.064;0.120	#	#	100000	0.035	0.513	1	65.17	9990	8852	0.45		20	39
#	-0.004;0.121	#	0.149;0.216	#	-0.447;7.845	-0.043;0.144	#	#	#	#	0.531;0.771	#	0.006;0.121	#	0.583;1.374	-0.013;0.925	#	#	0.058;0.102	0.462;1.614	#	011000	0.000	0.182	1	41.64	9635	8853	0.45		2	11
-83.773;-71.790	#	#	0.149;0.243	-0.195;0.299	-0.447;7.845	#	0.062;0.256	#	5.966;10.903	#	0.509;0.695	#	0.006;0.121	#	#	#	#	#	#	#	0.155;0.657	011000	1.000	1.000	1	95.97	9947	8853	0.41		11	11
#	-0.049;0.088	#	0.020;0.196	-0.029;1.100	-1.100;4.512	#	-0.105;0.179	-0.158;0.213	#	-0.157;0.448	#	#	#	0.012;0.017	0.140;1.046	-0.418;0.754	#	0.066;0.434	0.062;0.129	-0.601;1.155	#	100001	1.000	1.000	1	52.50	9636	8854	0.59		2	2
-80.963;-62.846	#	#	#	0.812;1.100	-2.579;6.520	#	#	-0.129;0.320	#	#	#	#	0.022;0.117	#	#	#	1.711;3.363	#	#	#	#	100001	0.031	0.500	1	67.57	9878	8854	0.27		18	36
#	-0.004;0.096	#	#	#	#	-0.086;0.205	#	0.006;1.250	6.473;10.903	#	0.460;0.771	0.042;0.227	-0.005;0.121	#	-0.609;0.490	#	1.023;1.500	0.209;0.567	#	0.462;1.614	0.155;0.657	011000	1.000	1.000	1	97.20	9865	8858	0.55		5	5
#	-0.012;0.125	#	0.149;0.243	#	#	#	0.121;0.218	-0.086;0.731	#	0.409;1.063	0.460;0.771	#	0.006;0.121	0.006;0.012	#	#	1.023;1.500	#	#	#	#	011000	1.000	1.000	1	109.20	9864	8860	0.41		5	5
#	#	-0.008;0.138	#	#	#	-0.047;0.099	0.067;0.275	#	#	0.212;0.498	#	#	#	#	-0.264;0.952	-0.396;0.776	-0.708;1.130	0.446;0.747	#	#	#	001110	0.044	0.537	1	88.85	9971	8865	0.36		44	82
#	#	#	0.107;0.227	#	#	#	0.218;0.460	#	#	-0.045;0.560	0.369;0.599	#	#	#	#	#	0.130;1.430	#	#	1.134;2.259	#	100000	0.010	0.400	1	63.40	9648	8866	0.27		2	5
#	#	#	0.024;0.083	-0.617;0.458	-0.158;7.160	0.211;0.406	#	#	#	#	0.499;0.740	0.010;0.452	#	#	#	#	#	#	0.082;0.103	#	#	000001	0.203	0.727	1	125.45	9992	8869	0.32		16	22
#	#	-0.075;0.088	#	#	#	#	#	-0.337;0.213	-0.158;1.384	-0.273;0.497	#	0.086;0.284	#	0.004;0.009	#	-0.467;0.769	-0.412;1.436	-0.021;0.477	#	-0.666;1.392	#	100001	1.000	1.000	1	126.00	9652	8870	0.45		6	6
#	0.007;0.089	-0.075;0.097	#	#	#	#	#	-0.337;0.213	-0.158;1.384	-0.273;0.497	#	0.086;0.284	#	#	#	#	#	#	#	#	#	100001	0.132	0.667	1	95.95	9788	8870	0.27		12	18
-109.103;-78.292	#	#	0.194;0.309	#	#	-0.019;0.307	#	#	3.331;12.095	#	#	#	#	0.008;0.012	#	#	#	#	#	#	#	000100	0.004	0.333	1	59.32	9654	8872	0.23		4	12
-109.103;-78.292	0.067;0.207	#	0.194;0.309	-0.394;0.682	#	#	#	#	#	#	#	-0.093;0.329	#	0.008;0.012	-0.059;0.809	0.190;1.044	-0.206;1.574	0.775;1.142	#	1.058;2.896	-0.298;0.689	000100	1.000	1.000	1	53.00	9654	8872	0.55		2	2
#	#	#	#	-0.605;0.629	#	-0.027;0.104	#	#	#	#	0.336;0.494	#	0.028;0.071	#	-0.044;0.182	#	-0.379;1.632	#	#	0.698;1.440	#	001100	0.031	0.500	1	73.00	9708	8873	0.32		5	10
#	#	0.010;0.197	0.129;0.291	#	1.638;5.363	#	#	#	0.064;6.112	-0.223;0.675	#	0.309;0.471	#	#	#	#	#	#	0.053;0.117	0.321;1.226	-0.114;1.035	100001	0.095	0.625	1	48.88	9972	8877	0.41		5	8
-82.045;-64.928	0.033;0.294	#	#	#	#	-0.024;0.158	0.235;0.361	#	#	#	0.324;0.537	#	0.089;0.133	#	#	#	-0.787;1.461	#	#	0.346;2.102	#	001110	1.000	1.000	1	66.50	9660	8878	0.36		2	2
-84.100;-58.424	0.046;0.115	0.066;0.272	0.093;0.184	-0.408;0.826	#	0.126;0.280	0.071;0.170	#	4.759;8.215	#	0.501;0.708	0.051;0.421	#	#	-0.673;0.754	#	0.199;1.602	#	#	#	-0.136;0.797	000001	0.000	0.182	1	51.80	9662	8880	0.59		2	11
-82.653;-65.536	#	-0.020;0.305	#	#	#	#	#	-0.062;1.206	-0.644;5.774	0.009;0.478	0.175;0.545	#	0.030;0.136	#	#	0.280;1.419	#	#	0.083;0.125	#	0.155;0.657	011000	0.034	0.509	1	56.43	9996	8881	0.45		29	57
-78.860;-48.794	-0.077;0.106	0.091;0.108	#	#	#	#	#	#	-0.508;4.753	#	0.499;0.740	0.276;0.692	#	0.002;0.011	-0.387;0.594	#	#	#	#	#	#	000001	0.221	0.739	1	131.89	9963	8882	0.36		17	23
-71.331;-57.637	-0.031;0.120	#	#	-0.152;1.119	#	#	#	#	-0.602;4.829	-0.096;0.435	#	0.017;0.195	#	0.005;0.012	#	#	0.581;1.573	0.166;0.531	#	#	0.773;1.470	110000	0.095	0.625	1	52.62	9886	8885	0.45		5	8
#	0.020;0.079	#	#	#	#	#	#	#	2.441;7.379	0.207;0.577	#	#	#	#	0.241;1.052	0.077;0.517	-0.218;1.279	0.464;0.466	#	#	-0.213;0.954	000110	0.010	0.400	1	57.60	9668	8886	0.36		2	5
#	0.083;0.193	#	0.055;0.128	#	1.641;9.573	#	#	#	3.099;12.233	#	0.413;0.679	0.329;0.778	-0.014;0.080	0.005;0.012	#	#	-0.500;1.793	0.134;0.407	#	#	#	001010	1.000	1.000	1	46.50	9670	8888	0.45		2	2
-80.821;-66.271	0.062;0.187	#	#	-0.326;0.326	#	-0.003;0.242	#	#	5.032;8.242	#	#	#	#	#	0.054;1.404	#	-0.237;1.079	#	#	#	-0.278;0.635	001110	0.269	0.769	1	49.27	9973	8893	0.36		10	13
#	#	-0.020;0.189	0.217;0.353	#	1.965;8.094	#	#	#	#	#	#	#	#	#	#	0.280;1.419	0.425;1.589	#	0.083;0.111	#	0.339;1.437	011000	0.010	0.400	1	30.20	9678	8896	0.32		2	5
#	-0.008;0.133	-0.020;0.189	#	#	1.965;8.094	#	#	#	#	#	0.665;1.020	#	#	#	-0.320;0.374	#	#	#	#	#	0.357;1.613	011000	0.008	0.385	1	55.37	9879	8896	0.27		5	13
-80.641;-67.803	0.044;0.154	-0.020;0.287	#	0.023;0.728	1.965;8.094	#	-0.014;0.189	#	-0.218;8.793	#	#	#	#	#	#	#	1.281;1.589	0.201;0.465	#	1.087;1.311	0.668;1.260	011000	0.007	0.500	1	41.83	8897	8897	0.50		0	0
#	#	0.013;0.088	#	-0.029;1.637	#	#	-0.105;0.219	#	#	-0.015;0.306	0.174;0.400	#	#	0.006;0.014	-0.083;0.123	#	#	#	#	#	#	100001	1.000	1.000	1	90.50	9680	8898	0.32		2	2
#	#	#	#	#	#	-0.117;0.306	#	#	#	0.212;0.619	#	-0.151;0.232	0.058;0.101	0.002;0.013	#	#	#	0.446;0.626	0.063;0.109	0.443;1.884	0.722;1.189	001110	0.031	0.500	1	26.50	9681	8899	0.41		2	4
-82.653;-65.536	#	-0.020;0.172	#	-0.617;0.617	#	#	#	0.442;1.206	-0.644;7.942	0.095;0.428	0.365;0.612	#	#	0.003;0.003	#	0.280;1.261	#	0.048;0.425	0.083;0.125	#	0.155;0.657	011000	0.003	0.478	1	54.06	8900	8900	0.55		0	0
#	#	#	0.075;0.208	#	#	0.056;0.202	#	#	5.966;10.903	#	0.460;0.612	0.027;0.219	0.006;0.121	#	#	0.280;1.419	#	#	0.083;0.125	#	0.155;0.657	011000	0.019	0.455	1	41.80	9721	8901	0.41		5	11
-77.211;-65.536	#	0.093;0.305	#	#	#	#	0.053;0.179	-0.062;1.206	5.966;10.903	-0.134;0.742	0.460;0.771	#	#	0.006;0.012	#	0.280;1.419	#	#	0.083;0.125	0.275;1.619	#	011000	0.186	0.714	1	39.86	9721	8901	0.50		5	7
-81.582;-69.172	-0.024;0.136	#	0.077;0.219	0.170;0.717	1.860;8.950	-0.035;0.277	#	#	0.376;11.488	#	#	#	0.068;0.116	#	0.128;0.649	-0.127;0.724	#	#	#	#	#	001000	0.039	0.524	1	44.78	9924	8902	0.45		11	21
-82.653;-65.536	#	-0.020;0.305	#	#	#	#	#	-0.062;1.206	#	0.009;0.478	0.175;0.545	#	#	#	0.110;1.306	0.280;1.419	#	#	0.083;0.125	0.284;1.135	0.155;0.657	011000	0.034	0.510	1	50.37	9974	8903	0.45		26	51
-81.438;-69.028	-0.028;0.126	0.151;0.250	#	#	#	#	#	#	3.389;9.067	0.018;0.437	#	-0.078;0.330	0.008;0.089	0.006;0.011	-0.027;0.629	#	#	#	#	#	#	111000	0.031	0.500	1	52.50	9867	8904	0.41		5	10
#	#	#	0.227;0.308	#	#	#	#	#	3.389;9.067	#	#	-0.078;0.330	0.008;0.089	#	#	#	#	#	#	0.342;1.138	#	111000	0.000	0.143	1	64.91	9686	8904	0.23		2	14
#	0.013;0.122	0.052;0.153	0.134;0.201	#	2.835;7.161	0.171;0.372	0.068;0.136	#	3.228;7.301	#	#	#	0.058;0.136	0.006;0.011	-0.320;0.992	0.240;0.836	-0.090;1.793	0.295;0.634	0.081;0.110	0.105;1.175	#	001010	0.010	0.400	1	84.00	9688	8906	0.68		2	5
-87.308;-55.641	#	#	0.071;0.165	-0.351;0.565	1.965;8.094	-0.060;0.140	#	#	-0.203;8.931	0.310;0.705	0.410;0.579	-0.073;0.350	0.050;0.101	#	-0.556;0.138	#	#	#	#	#	#	011000	0.088	0.615	1	59.78	9991	8907	0.50		8	13
#	0.033;0.156	-0.003;0.223	0.018;0.112	-0.555;0.555	#	#	#	#	6.588;15.352	0.027;0.816	#	#	#	0.002;0.013	#	#	#	#	#	#	#	101000	0.000	0.111	1	51.47	9690	8908	0.32		2	18
-110.990;-84.031	#	-0.003;0.223	0.018;0.112	-0.555;0.555	6.508;10.113	#	-0.051;0.218	#	6.588;15.352	#	0.227;0.598	#	#	#	-0.035;0.852	0.198;1.052	-0.037;1.401	0.337;0.770	#	#	#	101000	1.000	1.000	1	54.00	9690	8908	0.55		2	2
#	#	#	0.048;0.183	-0.473;0.479	1.783;12.475	#	0.067;0.275	#	-1.673;7.921	0.212;0.619	0.393;0.535	-0.123;0.232	#	#	-0.354;0.614	-0.396;1.049	-0.574;1.137	0.315;0.626	#	#	#	001110	0.047	0.543	1	86.36	9999	8909	0.55		38	70
-73.257;-51.861	#	#	0.231;0.322	#	#	0.013;0.136	#	0.031;0.555	-0.758;5.290	#	0.508;0.671	#	#	#	#	#	#	#	#	#	#	010000	1.000	1.000	1	38.00	9692	8910	0.27		2	2
#	#	#	0.231;0.322	#	#	#	0.089;0.246	#	-0.758;5.290	#	#	0.040;0.298	-0.015;0.107	#	-0.508;0.245	#	#	#	#	0.053;1.644	#	010000	1.000	1.000	1	38.00	9692	8910	0.32		2	2
-76.968;-57.283	#	-0.093;0.138	#	-0.182;0.753	#	-0.047;0.099	0.067;0.275	-0.049;0.658	#	-0.121;0.619	#	#	#	#	-0.264;0.952	#	-0.708;1.130	0.446;0.747	0.057;0.092	0.258;1.884	#	001110	0.601	0.903	1	124.35	9971	8912	0.55		28	31
#	0.009;0.128	#	#	#	1.085;6.133	0.269;0.396	#	0.230;0.515	#	-0.273;0.448	0.448;0.830	#	#	0.002;0.014	0.294;0.892	-0.115;0.822	0.858;3.014	0.066;0.434	#	#	#	100001	0.002	0.286	1	33.14	9695	8913	0.50		2	7
#	#	#	#	-0.029;1.061	1.085;6.133	0.269;0.396	-0.039;0.245	0.230;0.515	#	#	0.448;0.830	0.037;0.514	#	0.002;0.014	0.294;0.892	-0.115;0.822	0.858;3.014	0.066;0.434	#	#	#	100001	0.002	0.286	1	33.14	9695	8913	0.55		2	7
#	#	#	0.149;0.243	#	-0.447;8.692	-0.035;0.193	#	0.088;0.529	#	#	#	#	0.086;0.121	#	-0.609;0.490	#	#	0.077;0.649	#	#	#	011000	1.000	1.000	1	91.25	9991	8914	0.32		8	8
#	#	#	0.149;0.243	#	#	0.057;0.356	0.062;0.256	-0.088;0.641	#	#	0.460;0.771	#	#	#	-0.609;0.490	#	#	0.077;0.529	0.058;0.102	0.639;2.532	0.155;0.406	011000	0.379	0.824	1	100.60	9996	8914	0.45		14	17
-80.963;-54.860	0.015;0.088	-0.026;0.107	#	#	#	#	#	-0.296;0.445	-0.158;1.384	-0.157;0.381	#	#	#	#	-0.245;1.063	-0.336;0.735	1.745;3.491	0.066;0.594	0.073;0.098	#	0.453;1.763	100001	0.095	0.625	1	88.75	9772	8917	0.55		5	8
#	-0.082;0.082	#	#	#	-2.579;4.512	#	#	-0.094;0.445	-0.158;1.384	#	0.312;0.503	0.086;0.284	#	0.002;0.009	#	#	#	#	0.068;0.091	-0.666;1.392	-0.277;1.536	100001	0.203	0.727	1	66.40	9699	8917	0.45		8	11
#	-0.117;0.133	-0.009;0.313	0.182;0.372	-0.169;0.607	3.080;9.690	#	#	0.010;0.797	4.633;11.421	#	0.547;0.689	#	#	0.005;0.010	-0.159;1.249	#	#	#	#	#	#	001000	0.000	0.200	1	76.90	9701	8919	0.45		2	10
-76.445;-61.467	#	0.028;0.116	#	#	0.417;6.415	#	#	#	#	-0.222;0.239	0.499;0.740	#	#	#	0.030;1.305	#	-0.834;1.437	0.190;0.613	0.082;0.103	#	#	000001	0.092	0.621	1	97.90	9992	8921	0.41		72	116
#	-0.019;0.122	#	0.001;0.090	#	1.152;6.200	#	-0.011;0.141	-0.148;0.266	#	#	0.429;0.593	0.313;0.775	-0.027;0.077	#	#	#	#	0.087;0.323	0.061;0.109	#	1.092;2.223	100000	0.068	0.583	1	72.73	9990	8924	0.50		14	24
#	-0.019;0.122	#	0.001;0.090	#	#	#	-0.011;0.073	-0.148;0.266	#	#	0.429;0.593	0.313;0.775	-0.027;0.077	#	#	#	#	0.087;0.323	0.061;0.109	#	1.092;2.223	100000	0.024	0.474	1	69.06	9990	8924	0.45		9	19
#	#	0.013;0.088	#	-0.029;1.100	-2.790;4.512	#	#	#	0.405;3.491	#	0.174;0.400	#	-0.018;0.088	#	#	#	1.854;2.744	#	#	#	#	100001	1.000	1.000	1	148.00	9709	8927	0.32		2	2
#	0.045;0.121	-0.043;0.238	0.157;0.243	#	-0.447;7.845	0.198;0.507	#	-0.188;0.388	#	-0.050;0.357	#	#	#	#	#	#	0.778;2.353	0.150;0.564	#	0.040;0.918	#	011000	0.095	0.625	1	65.00	9891	8929	0.45		5	8
-76.445;-61.467	#	#	0.024;0.083	#	#	#	-0.036;0.202	#	#	#	0.499;0.740	0.010;0.452	#	#	#	#	-0.274;1.437	#	0.073;0.103	-0.236;1.740	#	000001	0.225	0.742	1	99.02	9992	8931	0.36		23	31
-78.860;-61.467	#	-0.022;0.116	0.056;0.158	#	0.417;6.415	#	#	#	-0.508;4.753	-0.222;0.239	0.499;0.740	0.276;0.692	#	#	-0.387;1.305	#	-0.274;1.437	#	#	#	#	000001	0.472	0.860	1	122.60	9998	8932	0.45		37	43
#	0.020;0.079	#	0.168;0.328	#	#	-0.032;0.113	#	#	2.441;7.379	0.207;0.577	#	#	#	0.006;0.010	0.241;1.052	#	-1.117;1.279	#	0.068;0.095	#	-0.213;0.954	000110	0.031	0.500	1	77.87	9933	8933	0.45		7	14
#	0.007;0.068	0.159;0.331	0.168;0.361	#	#	#	#	#	2.441;7.379	0.207;0.577	0.518;0.726	#	#	0.006;0.010	#	#	-1.117;1.279	#	#	#	#	000110	0.132	0.667	1	67.83	9715	8933	0.36		4	6
-103.154;-57.995	#	#	0.149;0.243	0.907;1.559	#	#	0.062;0.219	-0.170;0.650	#	#	0.460;0.771	#	#	#	#	-0.181;0.853	1.638;2.733	#	#	#	#	011000	1.000	1.000	1	26.50	9720	8938	0.36		2	2
-77.211;-65.536	#	#	#	#	#	#	#	#	5.966;10.903	-0.134;0.742	0.460;0.771	#	#	0.006;0.012	#	0.280;1.419	#	0.209;0.567	0.083;0.125	0.275;1.619	-0.273;0.588	011000	0.061	0.571	1	68.86	9721	8939	0.45		4	7
-82.653;-65.536	#	0.093;0.305	#	-0.414;0.414	#	#	0.053;0.179	-0.062;1.206	5.966;10.903	#	#	#	#	#	#	#	#	#	0.083;0.132	#	#	011000	0.042	0.529	1	59.72	9865	8939	0.32		9	17
-92.146;-59.424	#	#	0.030;0.150	-0.637;0.532	#	-0.024;0.158	0.235;0.361	#	#	#	#	-0.041;0.242	#	#	#	#	-0.787;1.461	#	#	0.370;1.797	#	001110	1.000	1.000	1	73.50	9722	8940	0.36		4	4
#	#	0.020;0.255	0.179;0.273	#	#	#	#	#	-0.951;5.838	0.132;0.763	0.622;0.759	#	0.098;0.219	0.003;0.014	#	#	-0.302;1.033	#	0.059;0.125	#	#	110000	1.000	1.000	1	22.00	9725	8943	0.41		2	2
#	#	0.027;0.147	0.003;0.133	0.540;1.703	#	0.353;0.480	-0.038;0.150	#	#	#	#	#	#	#	#	#	1.983;3.181	0.304;0.737	#	#	#	010000	0.004	0.333	1	39.67	9726	8944	0.32		2	6
-95.775;-73.522	#	#	#	#	3.258;6.262	#	#	-0.249;0.492	#	#	#	0.304;0.581	#	#	0.569;1.495	#	1.983;3.181	0.304;0.737	#	#	#	010000	1.000	1.000	1	28.50	9726	8944	0.32		2	2
#	#	#	#	-0.029;1.100	#	#	#	-0.337;-0.152	-0.850;3.717	#	0.263;0.481	#	#	#	#	-0.470;0.769	#	0.066;0.434	#	#	-0.163;0.537	100001	0.057	0.840	1	69.11	8945	8945	0.32		0	0
#	#	#	0.055;0.143	#	#	#	#	-0.091;0.696	#	#	0.453;0.606	#	0.012;0.091	#	-0.840;-0.049	#	0.914;1.975	#	#	0.092;1.820	#	010000	1.000	1.000	1	54.40	9914	8946	0.32		5	5
#	#	#	0.149;0.243	#	-0.447;8.692	#	#	0.088;0.529	#	0.036;0.628	0.460;0.771	#	#	#	-0.609;0.490	#	#	0.077;0.649	0.058;0.102	#	0.155;0.406	011000	0.132	0.667	1	85.81	9996	8947	0.41		22	33
