Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-76.968;-57.283	#	#	#	#	#	-0.047;0.099	0.067;0.275	#	#	0.212;0.498	0.393;0.535	#	#	#	#	#	-0.708;1.130	0.446;0.747	0.057;0.092	0.258;1.884	#	001110	0.203	0.727	1	111.76	9971	9647	0.41		8	11
-76.968;-61.777	0.120;0.241	-0.008;0.138	#	#	4.399;12.475	-0.047;0.099	0.067;0.275	#	-0.201;9.831	#	0.274;0.634	-0.151;0.232	0.011;0.109	0.004;0.013	-0.341;0.700	-0.396;0.776	#	#	#	#	-0.331;0.476	001110	0.083	0.960	1	88.00	9647	9647	0.64		0	0
-77.743;-60.626	#	#	#	-0.064;0.487	#	0.011;0.261	0.218;0.460	#	#	-0.045;0.560	#	#	0.038;0.104	0.009;0.017	#	#	0.130;1.430	0.088;0.979	0.072;0.113	1.134;2.259	#	100000	0.100	1.000	1	64.35	9648	9648	0.50		0	0
#	#	0.063;0.259	#	#	#	#	#	#	0.519;4.963	#	0.369;0.599	#	#	0.009;0.017	#	#	0.130;1.430	#	#	1.134;2.259	-0.305;0.862	100000	0.000	0.000	1	62.50	9648	9648	0.32		0	8
-87.932;-75.094	#	0.013;0.140	0.051;0.134	#	#	-0.087;0.163	0.010;0.133	-0.176;0.564	1.658;5.361	#	#	#	#	0.000;0.011	0.698;1.663	#	#	#	#	#	#	000100	0.000	0.000	1	39.67	9649	9649	0.41		0	6
#	#	0.088;0.322	0.101;0.182	#	3.839;6.964	#	0.130;0.253	#	#	0.311;1.063	0.433;0.575	#	#	#	-0.719;0.246	#	#	0.281;0.695	#	#	-0.415;0.859	001010	0.000	0.000	1	46.67	9650	9650	0.41		0	3
#	0.032;0.103	-0.022;0.108	#	-0.617;0.617	-0.158;7.160	0.211;0.406	#	#	#	#	0.499;0.740	#	#	0.003;0.014	#	#	#	#	0.073;0.103	-0.313;1.635	#	000001	0.037	0.516	1	105.43	9992	9651	0.41		16	31
-76.445;-61.467	0.031;0.122	#	0.024;0.083	#	#	#	#	#	#	#	0.499;0.740	#	#	#	0.171;1.058	#	#	#	0.082;0.103	#	#	000001	0.068	0.583	1	80.68	9992	9651	0.27		7	12
-74.927;-61.233	-0.008;0.144	#	#	#	#	0.211;0.406	#	-0.266;0.616	#	-0.251;0.239	0.499;0.740	0.095;0.411	-0.001;0.084	0.002;0.010	0.074;1.501	#	-0.274;1.437	#	#	0.212;1.227	#	000001	0.423	0.842	1	121.89	9992	9653	0.55		16	19
#	#	-0.022;0.124	#	#	#	0.211;0.406	-0.036;0.202	#	#	-0.010;0.323	#	#	-0.001;0.084	#	#	#	-0.274;1.437	0.231;0.588	#	#	#	000001	0.056	0.562	1	102.49	9992	9653	0.32		18	32
-109.103;-78.292	#	#	0.194;0.309	-0.394;0.682	#	-0.017;0.269	#	#	#	#	#	#	#	0.008;0.012	#	0.190;1.044	-0.206;1.574	#	#	#	-0.298;0.689	000100	0.000	0.000	1	58.50	9654	9654	0.36		0	2
-77.330;-60.640	#	#	-0.006;0.176	-0.349;0.577	4.694;6.620	-0.027;0.104	-0.026;0.166	#	-1.394;7.494	#	0.336;0.494	#	#	#	#	#	-0.412;1.813	0.099;0.523	0.059;0.101	#	#	001100	0.004	0.333	1	58.00	9995	9655	0.50		2	6
-77.330;-60.640	#	#	-0.006;0.176	-0.349;0.577	4.694;6.620	-0.027;0.104	-0.026;0.166	#	-1.394;7.494	#	0.336;0.494	#	#	0.002;0.013	#	#	#	0.099;0.523	0.059;0.101	#	#	001100	0.002	0.286	1	55.86	9995	9655	0.50		2	7
#	#	#	#	-0.617;0.617	#	#	0.068;0.246	0.023;0.376	4.289;7.303	-0.546;0.743	#	#	-0.002;0.093	#	-0.300;0.471	#	1.011;1.901	#	0.065;0.097	#	-0.028;1.680	110000	1.000	1.000	1	58.50	9849	9658	0.45		2	2
#	#	0.013;0.197	#	#	#	0.305;0.487	#	#	0.496;6.112	-0.223;0.505	0.617;0.781	0.309;0.471	0.002;0.086	#	#	#	#	0.066;0.434	#	#	#	100001	0.000	0.000	1	68.00	9659	9659	0.36		0	1
#	#	0.100;0.192	0.141;0.279	#	0.977;6.024	0.305;0.487	#	#	#	#	#	#	#	#	#	-0.109;0.694	-0.151;2.074	0.066;0.434	#	0.667;1.430	#	100001	0.031	0.500	1	47.50	9972	9659	0.36		1	2
#	0.033;0.187	-0.008;0.138	0.030;0.150	#	#	-0.048;0.158	0.235;0.361	#	1.279;5.520	#	0.316;0.535	#	#	#	#	#	#	#	0.057;0.090	0.258;1.783	#	001110	0.100	1.000	1	72.50	9660	9660	0.41		0	0
-92.477;-71.937	0.022;0.100	0.017;0.150	#	-0.487;0.500	#	#	0.134;0.230	0.276;0.747	#	#	0.346;0.503	#	0.015;0.103	0.004;0.010	#	#	#	#	#	-0.023;1.541	#	000110	0.000	0.000	1	59.29	9661	9661	0.45		0	7
-84.100;-58.424	0.036;0.125	#	0.093;0.184	-0.408;0.826	#	0.037;0.369	0.071;0.170	#	4.759;8.215	0.290;0.861	0.501;0.708	0.051;0.421	#	0.004;0.008	-0.673;0.754	#	0.199;1.602	#	#	0.928;1.614	-0.136;0.797	000001	0.000	0.000	1	78.33	9662	9662	0.68		0	3
#	#	0.117;0.222	0.093;0.184	-0.408;0.826	#	0.037;0.369	0.071;0.170	#	4.759;8.215	#	0.501;0.708	0.051;0.258	#	0.004;0.008	-0.673;0.754	#	0.199;1.602	#	#	0.928;1.614	-0.136;0.797	000001	0.000	0.000	1	74.00	9662	9662	0.59		0	1
-82.653;-65.536	#	0.119;0.305	#	#	#	#	#	-0.062;1.206	-5.278;5.774	#	0.365;0.545	#	0.030;0.136	0.003;0.010	#	0.280;1.261	#	#	0.072;0.125	#	0.155;0.657	011000	0.005	0.353	1	67.01	9922	9663	0.45		6	17
-82.653;-65.536	#	-0.020;0.225	#	#	-0.100;7.832	#	#	#	1.351;6.412	#	0.460;0.771	0.042;0.227	#	#	#	#	1.023;1.500	#	0.049;0.125	-0.136;1.593	0.657;0.914	011000	0.003	0.500	1	55.70	9665	9665	0.45		0	0
-82.330;-65.536	#	-0.020;0.225	#	#	-0.100;7.832	#	#	#	#	#	0.460;0.771	0.042;0.227	#	#	#	-0.181;1.419	1.023;1.500	#	0.049;0.125	#	0.657;0.914	011000	0.000	0.000	1	65.00	9665	9665	0.41		0	1
#	0.026;0.080	#	0.018;0.094	-0.839;0.486	2.986;8.576	0.003;0.234	#	#	#	#	#	0.017;0.195	#	#	#	#	#	-0.084;0.443	0.057;0.097	#	0.773;1.470	110000	0.031	0.500	2	47.00	9886	9667	0.41		1	2
-92.477;-71.937	#	#	0.168;0.208	#	#	-0.032;0.113	#	#	2.441;7.379	#	0.439;0.805	#	#	0.006;0.010	#	#	-1.117;1.279	0.464;0.466	#	#	#	000110	0.051	0.727	1	78.80	9668	9668	0.36		0	0
-83.803;-66.685	0.083;0.230	#	0.055;0.128	#	1.641;9.573	#	#	#	3.099;12.233	#	0.415;0.639	0.329;0.778	-0.021;0.088	#	#	0.086;0.592	#	0.134;0.370	#	#	#	001010	0.100	1.000	1	43.00	9670	9670	0.45		0	0
#	#	0.028;0.108	#	-0.617;0.242	#	#	#	#	-1.856;6.414	-0.251;0.531	0.499;0.740	#	-0.001;0.084	#	-0.387;1.310	-0.193;0.322	-0.274;0.499	#	#	#	-0.015;0.883	000001	0.048	0.545	1	76.66	9854	9671	0.45		6	11
#	#	#	0.055;0.141	#	1.641;9.573	0.171;0.386	#	0.170;0.546	#	#	0.480;0.666	#	0.092;0.189	#	#	#	#	0.134;0.370	#	#	#	001010	0.061	0.571	1	45.86	9938	9672	0.32		4	7
#	0.138;0.203	-0.027;0.172	#	#	#	#	#	#	1.067;8.843	#	0.328;0.514	0.041;0.431	0.074;0.156	0.007;0.013	0.182;1.147	#	#	#	#	#	#	000010	0.000	0.000	1	52.00	9674	9674	0.36		0	4
#	0.138;0.203	#	#	#	#	0.013;0.227	#	#	#	0.018;0.437	0.328;0.514	#	#	0.007;0.013	#	0.325;1.212	#	0.571;0.967	#	#	-0.035;0.989	000010	0.100	1.000	1	22.12	9674	9674	0.36		0	0
#	0.062;0.187	#	#	-0.326;0.326	#	-0.003;0.214	#	#	5.032;8.242	#	#	#	#	0.005;0.013	0.054;1.404	#	-0.237;0.682	#	0.045;0.108	#	-0.278;0.458	001110	0.031	0.500	1	44.50	9973	9675	0.41		2	4
-80.821;-66.271	0.062;0.187	#	#	#	#	-0.003;0.214	-0.020;0.237	#	5.032;8.242	#	#	#	#	#	0.054;1.404	#	-0.237;0.682	0.398;1.076	0.045;0.108	#	-0.278;0.458	001110	1.000	1.000	1	62.00	9797	9675	0.45		1	1
-83.349;-54.250	#	-0.008;0.192	#	#	0.322;11.746	-0.059;0.277	#	0.011;0.444	-0.426;8.214	#	#	0.137;0.248	#	#	0.056;0.649	#	-1.544;1.811	#	#	1.030;2.841	#	001000	0.000	0.200	1	50.00	9918	9676	0.45		1	5
-77.144;-60.455	#	#	#	0.170;0.717	#	-0.059;0.277	#	#	-0.426;8.214	#	0.378;0.569	#	#	#	#	#	-1.544;1.811	0.220;0.516	#	1.030;2.841	#	001000	0.100	1.000	1	23.00	9676	9676	0.36		0	0
#	0.044;0.104	#	-0.047;0.255	0.452;0.928	#	#	#	#	#	#	0.246;0.622	#	0.029;0.104	0.002;0.012	#	#	#	#	#	#	#	100000	0.000	0.062	1	35.95	9936	9677	0.27		1	16
#	#	#	#	#	#	0.197;0.374	-0.056;0.170	#	-0.420;4.764	-0.167;0.388	0.246;0.552	0.274;0.775	#	#	-0.839;1.181	#	#	0.036;0.394	0.054;0.117	-0.429;1.135	0.594;1.617	100000	0.014	0.429	1	67.94	9990	9677	0.50		6	14
#	#	#	0.217;0.353	#	1.965;8.094	#	#	#	#	#	0.744;0.941	#	#	#	-0.320;0.374	#	0.425;1.589	-0.012;0.628	0.080;0.103	#	0.357;1.613	011000	0.057	0.833	1	86.74	9678	9678	0.36		0	0
#	-0.008;0.133	-0.020;0.189	#	#	#	#	#	#	#	#	0.665;1.020	#	#	#	#	0.280;1.419	#	#	0.083;0.111	-0.385;1.536	0.339;1.437	011000	0.000	0.000	1	42.00	9678	9678	0.32		0	1
-80.641;-67.803	0.044;0.154	-0.020;0.287	#	0.023;0.728	1.965;8.094	0.212;0.452	#	#	-0.218;8.793	-0.211;0.542	0.204;0.612	#	#	#	#	#	1.281;1.589	0.201;0.465	0.073;0.119	0.044;1.087	#	011000	0.010	0.400	1	56.20	9906	9679	0.59		2	5
-80.641;-67.803	0.044;0.154	-0.020;0.387	#	0.023;0.728	1.965;8.094	#	-0.014;0.189	#	-0.218;8.793	#	0.460;0.612	#	0.033;0.127	#	#	#	1.281;1.589	0.201;0.465	0.079;0.114	0.044;1.087	#	011000	0.132	0.667	1	43.67	9906	9679	0.59		2	3
#	#	0.013;0.088	#	#	-2.790;4.512	0.204;0.513	#	#	0.405;3.491	#	0.174;0.400	0.177;0.421	-0.018;0.088	#	-0.083;1.046	-0.016;0.587	1.854;2.744	#	0.087;0.137	#	-0.277;1.428	100001	1.000	1.000	1	139.00	9709	9680	0.55		1	1
#	0.006;0.103	0.013;0.088	#	-0.029;1.637	#	#	#	-0.271;0.355	0.405;3.491	-0.290;0.474	0.263;0.400	0.177;0.421	#	0.005;0.014	#	#	1.067;3.531	-0.098;0.448	#	-0.660;1.343	#	100001	0.078	0.600	1	85.80	9888	9680	0.55		3	5
#	0.016;0.128	#	0.024;0.209	#	#	-0.117;0.306	#	#	2.100;7.901	0.212;0.619	#	-0.151;0.232	0.058;0.101	0.002;0.013	#	-0.228;0.894	#	0.446;0.626	0.062;0.111	0.443;1.884	0.722;1.189	001110	0.003	0.500	1	27.17	9681	9681	0.59		0	0
#	#	#	#	#	#	0.013;0.263	#	#	#	0.212;0.619	#	-0.151;0.232	0.058;0.101	0.002;0.013	#	0.098;0.567	0.027;2.594	0.446;0.626	#	#	0.722;1.189	001110	0.003	0.500	1	26.50	9681	9681	0.41		0	0
#	#	#	#	#	#	#	#	#	5.966;10.903	0.095;0.428	#	0.027;0.219	#	#	#	#	#	#	0.083;0.125	#	#	011000	0.010	0.400	1	61.20	9865	9683	0.18		2	5
-81.582;-69.172	#	#	0.077;0.219	0.170;0.717	#	-0.035;0.277	#	#	0.376;11.488	#	#	0.137;0.314	0.068;0.116	#	0.128;0.649	-0.127;0.724	0.216;1.825	#	0.067;0.118	#	#	001000	1.000	1.000	1	38.50	9774	9684	0.50		2	2
-82.653;-65.536	#	#	0.075;0.208	#	#	#	0.062;0.256	-0.062;1.206	-5.278;5.774	#	0.460;0.545	#	#	0.006;0.012	#	0.280;1.261	-0.316;1.772	#	0.083;0.125	#	0.172;0.836	011000	0.019	0.455	2	56.56	9996	9685	0.50		5	11
-81.438;-69.028	-0.018;0.093	#	0.197;0.338	-0.353;0.775	#	#	0.108;0.288	#	#	-0.043;0.833	#	#	0.017;0.093	#	-0.027;0.629	#	#	0.310;0.620	0.058;0.100	0.137;1.344	#	111000	0.100	1.000	1	37.22	9686	9686	0.50		0	0
-81.438;-69.028	-0.018;0.093	#	0.197;0.338	-0.353;0.775	#	#	0.108;0.288	#	#	#	#	0.099;0.297	0.017;0.093	0.005;0.012	-0.027;0.629	#	#	0.310;0.620	#	0.137;1.344	#	111000	0.100	1.000	1	37.22	9686	9686	0.50		0	0
-85.393;-65.536	#	#	0.075;0.208	#	#	#	-0.007;0.256	-0.062;1.206	#	0.049;0.457	0.365;0.545	-0.075;0.406	#	0.003;0.012	#	0.280;1.261	-0.316;1.772	#	0.083;0.125	#	0.155;0.836	011000	0.010	0.400	1	52.95	9996	9687	0.55		6	15
#	0.013;0.122	0.052;0.153	0.134;0.201	#	2.835;7.161	0.171;0.372	0.068;0.136	#	3.228;7.301	#	#	#	0.058;0.136	0.006;0.011	#	0.240;0.601	-0.090;1.793	#	0.081;0.110	0.105;1.175	#	001010	0.000	0.000	1	103.00	9688	9688	0.59		0	1
#	0.013;0.122	0.052;0.153	0.134;0.201	#	2.835;7.161	0.171;0.372	0.068;0.136	0.016;0.472	3.228;7.301	#	#	#	0.058;0.136	0.006;0.011	#	0.240;0.836	-0.090;1.793	#	0.081;0.110	0.105;1.175	#	001010	0.000	0.000	1	103.00	9688	9688	0.64		0	1
-82.653;-65.536	#	#	#	#	-0.447;8.094	#	#	-0.062;1.206	-5.278;5.774	#	0.365;0.579	#	#	0.003;0.014	-0.556;0.138	0.280;1.261	#	#	0.072;0.125	#	0.155;0.657	011000	0.010	0.400	1	67.80	9996	9689	0.45		2	5
#	#	#	0.048;0.183	#	1.783;12.475	-0.087;0.213	-0.027;0.275	#	-1.673;7.921	#	0.393;0.535	-0.123;0.232	-0.002;0.100	0.006;0.012	0.074;0.614	#	-0.574;1.137	0.315;0.626	#	#	-0.369;0.438	001110	0.025	0.478	1	79.81	9999	9691	0.59		11	23
#	-0.022;0.099	0.072;0.151	0.048;0.183	-0.473;0.479	1.783;12.475	#	#	#	-1.673;7.921	0.212;0.619	0.393;0.535	#	#	#	#	-0.396;1.049	#	0.315;0.626	#	#	#	001110	0.011	0.405	1	61.27	9999	9691	0.45		15	37
#	#	#	0.231;0.322	#	#	#	#	0.031;0.555	-0.758;5.290	#	0.508;0.671	#	#	#	#	#	#	#	#	#	#	010000	0.000	0.000	1	56.50	9692	9692	0.18		0	2
-73.257;-51.861	-0.015;0.110	#	0.231;0.322	-0.136;0.940	#	0.013;0.136	0.119;0.215	#	-0.758;5.290	0.172;0.542	0.508;0.671	0.040;0.298	#	#	#	#	#	#	#	#	#	010000	0.100	1.000	1	57.91	9692	9692	0.45		0	0
-89.582;-71.181	#	#	#	-0.324;0.264	#	-0.058;0.124	#	#	4.386;6.099	-0.148;0.605	0.587;0.682	#	0.021;0.185	#	#	#	#	0.473;1.000	#	#	#	000110	0.031	0.500	1	64.00	9715	9693	0.36		1	2
#	0.020;0.079	0.151;0.284	#	#	#	#	0.062;0.200	#	2.441;7.379	#	#	-0.046;0.171	#	0.006;0.010	0.241;1.570	#	#	#	0.068;0.095	0.648;2.624	-0.213;0.954	000110	0.000	0.125	1	73.25	9715	9693	0.45		1	8
-76.968;-57.283	#	-0.008;0.138	#	#	7.099;12.475	#	0.067;0.275	#	-0.034;4.286	-0.121;0.619	#	#	#	#	#	-0.990;0.776	#	0.446;0.747	#	-0.990;1.884	#	001110	1.000	1.000	1	54.00	9993	9694	0.41		3	3
-76.968;-57.283	#	-0.008;0.138	0.013;0.151	-0.473;0.479	#	-0.047;0.099	#	#	#	#	#	#	#	#	#	-0.990;0.776	-0.708;1.747	0.446;0.747	#	0.258;1.884	#	001110	0.088	0.615	1	80.05	9993	9694	0.41		8	13
#	#	#	#	-0.029;1.061	1.085;6.133	0.269;0.396	-0.039;0.245	0.230;0.515	#	-0.273;0.430	0.448;0.830	0.037;0.514	#	0.002;0.014	0.294;0.892	#	0.858;3.014	#	#	#	0.049;0.552	100001	0.050	0.667	1	35.17	9695	9695	0.55		0	0
-85.737;-72.471	#	#	0.149;0.225	#	-0.447;8.692	0.057;0.356	0.062;0.256	0.035;0.529	#	#	#	#	0.086;0.121	#	-0.609;0.490	#	#	0.077;0.787	0.058;0.124	0.008;1.929	#	011000	0.132	0.667	1	115.00	9991	9696	0.50		2	3
-103.154;-57.995	0.045;0.121	#	0.149;0.243	#	#	#	0.062;0.256	0.088;0.388	#	#	0.460;0.771	#	#	0.004;0.014	#	#	#	0.102;0.649	#	#	0.155;0.657	011000	0.203	0.727	1	76.99	9996	9696	0.41		8	11
#	#	#	0.013;0.211	-0.617;0.617	4.419;7.904	#	0.068;0.171	#	4.289;7.303	#	0.282;0.649	-0.180;0.295	-0.065;0.093	#	-0.300;0.471	#	#	0.166;0.402	#	#	-0.028;1.680	110000	1.000	1.000	1	62.50	9868	9697	0.50		2	2
#	#	#	#	#	#	#	#	-0.029;0.553	4.289;7.303	-0.546;0.743	0.282;0.649	#	#	#	#	#	1.011;1.901	#	0.065;0.097	#	-0.028;1.470	110000	0.000	0.143	1	54.14	9849	9697	0.32		1	7
#	#	-0.026;0.107	#	#	#	0.004;0.231	#	#	-0.158;1.384	-0.157;0.381	#	#	#	#	-0.245;1.063	#	1.745;3.491	#	0.035;0.098	-0.462;1.349	-0.277;1.536	100001	0.100	1.000	1	79.20	9699	9699	0.41		0	0
#	-0.019;0.133	#	0.182;0.372	#	#	#	#	0.010;0.797	#	#	0.547;0.689	#	#	0.005;0.010	#	#	#	#	#	2.143;3.707	#	001000	0.100	1.000	1	51.20	9701	9701	0.27		0	0
#	-0.117;0.133	0.116;0.313	0.182;0.372	-0.169;0.607	3.080;9.690	#	#	0.010;0.797	4.633;11.421	#	#	#	#	#	-0.159;1.249	#	#	#	#	2.143;3.707	#	001000	0.100	1.000	1	70.49	9701	9701	0.41		0	0
-75.924;-61.467	#	#	0.024;0.083	-0.617;0.816	#	#	#	#	#	#	0.499;0.740	#	0.014;0.131	#	0.252;0.754	-0.193;0.322	-0.326;0.499	#	0.082;0.125	#	-0.283;0.992	000001	0.031	0.500	1	45.50	9753	9702	0.45		1	2
-76.445;-61.467	-0.008;0.144	-0.022;0.124	#	-0.617;0.617	#	0.177;0.323	#	#	#	-0.251;0.239	0.499;0.740	#	-0.001;0.084	#	#	#	-0.274;1.239	#	#	#	#	000001	0.163	0.696	1	110.97	9992	9703	0.41		16	23
#	#	#	#	#	1.164;4.650	0.211;0.406	#	-0.266;0.616	#	#	#	#	#	#	0.074;1.501	#	0.383;1.437	0.231;0.588	#	0.212;1.227	#	000001	0.024	0.474	1	76.71	9998	9703	0.32		18	38
#	-0.026;0.046	-0.071;0.113	#	#	-0.232;7.580	0.031;0.172	#	-0.072;0.373	-1.041;4.761	#	0.299;0.566	0.177;0.355	#	0.005;0.010	0.236;0.814	-0.286;0.652	-0.371;1.307	#	0.060;0.092	#	-0.344;0.715	100010	0.000	0.143	1	69.14	9939	9704	0.64		1	7
#	-0.019;0.180	#	0.001;0.090	#	#	#	-0.011;0.141	-0.148;0.266	#	#	0.429;0.593	0.313;0.775	-0.027;0.077	#	#	#	#	0.087;0.323	0.061;0.109	#	1.092;2.223	100000	0.132	0.667	1	71.33	9990	9706	0.45		4	6
-81.366;-51.839	#	0.070;0.172	#	0.011;0.981	#	0.078;0.210	#	#	1.610;4.943	#	0.512;0.665	-0.100;0.349	#	0.005;0.009	-0.027;0.918	#	#	#	0.049;0.112	0.519;1.260	#	001010	0.001	0.250	1	36.77	9941	9707	0.50		3	12
#	#	-0.015;0.178	#	-0.349;0.239	#	-0.029;0.084	#	#	#	#	0.336;0.494	#	0.028;0.071	#	0.182;0.345	0.196;0.625	#	#	#	0.698;1.440	#	001100	0.000	0.000	1	48.00	9708	9708	0.36		0	3
#	#	#	#	#	4.694;10.223	-0.027;0.104	#	#	#	#	#	#	0.028;0.071	#	-0.044;0.182	#	-0.379;1.632	#	#	#	-0.140;0.739	001100	0.000	0.125	1	53.25	9967	9708	0.27		1	8
#	#	0.034;0.088	-0.007;0.196	#	-2.579;4.512	0.211;0.525	#	#	#	#	0.263;0.400	#	#	0.007;0.013	0.140;0.785	-0.210;0.476	#	#	#	#	#	100001	1.000	1.000	1	92.00	9888	9709	0.36		2	2
-80.641;-67.803	#	#	#	#	#	#	0.044;0.256	#	#	-0.050;0.357	0.460;0.771	#	0.006;0.121	0.001;0.014	0.583;1.258	#	0.830;2.302	0.201;0.432	#	#	#	011000	0.008	0.385	1	50.10	9997	9711	0.41		5	13
#	-0.004;0.160	-0.043;0.287	0.149;0.362	0.160;0.728	-0.447;8.094	#	#	0.035;0.388	#	#	#	#	#	#	#	#	#	#	0.096;0.111	#	#	011000	0.100	1.000	1	61.00	9711	9711	0.32		0	0
-70.325;-54.919	0.018;0.102	0.040;0.151	#	#	1.887;6.694	#	-0.019;0.267	-0.092;0.581	4.087;5.419	-0.116;0.686	#	0.067;0.272	#	0.003;0.015	0.342;1.152	-0.358;0.848	#	0.163;0.427	#	#	-0.288;0.645	010000	0.100	1.000	1	47.25	9712	9712	0.64		0	0
-70.325;-54.919	0.018;0.102	0.040;0.151	#	#	1.887;6.694	#	-0.019;0.267	-0.092;0.581	4.087;5.419	-0.116;0.686	0.296;0.553	0.067;0.272	#	0.003;0.015	0.342;1.152	-0.358;0.848	#	0.163;0.427	#	#	#	010000	0.100	1.000	1	47.25	9712	9712	0.64		0	0
-76.445;-61.467	-0.010;0.159	-0.022;0.108	0.024;0.083	-0.617;0.617	#	#	#	#	-2.171;5.111	#	0.499;0.740	0.100;0.278	#	#	#	-0.193;0.322	-0.274;1.437	#	#	#	#	000001	1.000	1.000	1	86.33	9992	9713	0.45		3	3
#	0.024;0.159	-0.022;0.108	0.024;0.083	-0.617;1.128	0.069;7.520	#	-0.036;0.202	#	-0.508;4.325	#	0.499;0.740	-0.113;0.349	#	#	#	#	-0.274;1.437	#	0.082;0.103	#	#	000001	1.000	1.000	1	127.00	9992	9713	0.50		5	5
-78.860;-48.794	-0.077;0.106	-0.022;0.108	#	-0.084;0.603	0.417;4.863	#	#	-0.135;0.452	#	-0.142;0.389	0.499;0.740	0.276;0.460	#	#	-0.387;0.594	#	-1.785;1.437	#	#	-0.014;1.056	-0.192;0.509	000001	1.000	1.000	1	154.57	9963	9714	0.59		7	7
#	#	-0.022;0.108	0.024;0.158	-0.031;0.656	#	0.211;0.406	#	-0.266;0.452	#	#	#	0.276;0.519	#	#	-0.387;0.964	#	-0.274;1.437	#	0.058;0.114	#	#	000001	0.070	0.588	1	115.60	9963	9714	0.41		10	17
#	0.020;0.068	#	0.168;0.361	#	#	-0.032;0.133	#	#	#	#	#	#	0.019;0.064	0.006;0.010	0.241;1.052	#	-1.117;1.279	#	#	#	-0.213;0.954	000110	0.000	0.125	1	70.50	9933	9715	0.36		1	8
-74.323;-61.913	#	-0.009;0.112	#	#	#	#	0.033;0.141	-0.359;0.461	#	-0.223;0.493	#	#	-0.027;0.077	0.001;0.013	0.003;0.717	#	2.259;4.587	0.087;0.323	0.039;0.121	-0.239;0.749	#	100000	1.000	1.000	2	61.25	9990	9717	0.55		4	4
-74.323;-61.913	-0.019;0.122	#	#	0.844;1.955	#	#	0.033;0.141	-0.359;0.614	#	-0.332;0.581	0.319;0.645	#	-0.027;0.077	#	#	#	2.259;4.587	#	0.061;0.121	#	#	100000	0.031	0.500	1	56.86	9990	9717	0.45		6	12
#	0.045;0.121	#	0.149;0.243	0.907;1.559	#	0.053;0.271	#	-0.170;0.650	#	#	#	#	#	0.002;0.013	#	-0.181;0.853	1.638;2.733	#	#	#	#	011000	0.100	1.000	1	27.67	9720	9720	0.36		0	0
-77.211;-65.536	#	0.093;0.305	#	#	#	0.057;0.207	0.053;0.179	#	#	0.095;0.742	#	#	#	#	#	0.280;1.419	#	#	0.083;0.125	0.275;1.619	#	011000	0.002	0.273	1	51.92	9991	9721	0.36		3	11
#	#	#	#	#	#	#	#	-0.062;1.206	5.966;10.903	-0.134;0.428	0.460;0.771	0.027;0.219	#	0.006;0.012	#	#	#	#	0.083;0.125	#	#	011000	0.004	0.333	1	74.67	9865	9721	0.32		1	3
-80.975;-65.998	0.033;0.294	#	0.030;0.150	#	#	-0.024;0.158	0.235;0.361	#	#	#	#	-0.041;0.242	#	#	#	#	-0.787;1.461	#	0.052;0.100	#	-0.222;0.747	001110	0.100	1.000	1	80.37	9722	9722	0.41		0	0
-82.045;-64.928	0.033;0.294	#	0.030;0.150	#	#	-0.024;0.158	0.235;0.361	#	#	#	0.324;0.537	#	#	#	#	0.344;0.879	-0.787;0.731	#	#	0.346;2.102	#	001110	1.000	1.000	1	30.00	9973	9722	0.41		1	1
-92.146;-59.424	#	#	#	#	7.099;12.475	#	#	0.683;1.287	#	#	0.316;0.668	#	#	0.004;0.014	#	0.255;1.049	#	#	#	#	-0.187;0.333	001110	1.000	1.000	1	82.00	9987	9724	0.32		2	2
-92.146;-56.516	#	#	#	-0.637;0.577	7.099;12.475	#	0.199;0.417	0.683;1.287	0.821;9.831	#	#	#	#	#	#	0.233;1.372	#	#	#	#	-0.187;0.630	001110	0.132	0.667	1	91.00	9987	9724	0.36		2	3
-76.272;-64.718	#	0.020;0.255	0.179;0.273	#	#	#	#	#	-0.951;5.838	#	#	#	0.098;0.219	#	#	-0.118;0.585	#	-0.387;0.692	0.059;0.125	#	#	110000	0.000	0.000	1	61.00	9725	9725	0.36		0	1
-95.775;-73.522	#	0.027;0.147	0.003;0.133	#	#	#	#	#	#	#	#	0.304;0.581	0.006;0.059	0.005;0.013	0.569;1.495	#	1.983;3.181	0.304;0.737	#	#	#	010000	0.100	1.000	1	32.40	9726	9726	0.41		0	0
#	#	#	0.003;0.133	#	#	0.353;0.480	-0.038;0.150	-0.249;0.492	#	#	#	#	#	#	0.569;1.495	#	#	#	#	#	#	010000	0.000	0.000	1	62.00	9726	9726	0.23		0	10
#	#	#	#	-0.029;1.100	#	-0.010;0.299	-0.105;0.219	#	-0.850;3.717	-0.279;0.449	0.275;0.400	#	#	#	#	#	#	#	#	#	#	100001	1.000	1.000	1	78.67	9844	9727	0.27		3	3
#	#	#	0.055;0.143	#	0.993;7.242	-0.057;0.193	#	0.069;0.696	#	-0.163;0.627	#	-0.004;0.458	0.012;0.091	-0.001;0.010	-0.840;-0.049	#	0.914;1.975	#	0.051;0.115	#	#	010000	0.031	0.500	1	47.00	9914	9728	0.50		1	2
